question_id,winner,hardness_score
d31f4bbef7f54e3188311ef7c864bb64,model_a,0
0628689c283f475d806c11d8e0c6c42b,model_a,2
434df271945c44e388c66a058813f5dc,model_b,2
d5de453213434172abeafbf9eb0ffb3c,model_a,2
eb528b8f04dc49018956a353a1ad75c4,model_a,1
dc43ce88c21c4262bc9cdfe363955c51,model_a,0
732fed08ab5040269799a7a83cd5ab5a,model_a,0
ea8b18c9237e4b66a52fb25b488b7c7a,model_a,3
654c71391d144e72a1a93a1a8d4a7efb,model_a,0
9c1d2f93da324000b905fbefbe02011a,model_a,0
0711acde63c64c5a9d41e132180b500f,model_b,2
2f0efccad37840fc8aa9ffb73ceaadfd,model_a,2
44a7bffcfd50492aaa72550eb2ec574f,model_b,1
e57606636086484dbd19d22a54854bbc,model_b,0
bee75222c63c4530a55c7550c21fbfe7,model_a,3
a2efed2c255944c18b676dadf035b076,model_a,2
ba7924a510b1458e88a296f179941bab,model_a,2
ee1ee92ce264496b839e8c47ae3fffa6,model_b,0
0b7b08e346ba4ec4829e577da5aa8f67,model_a,0
ec198644d2f747688efe4990ececb574,model_a,2
dbe9a024700d4efca4e4b11979e85271,model_b,2
0c10baf1f9a746b1b8e58caa0588648e,model_a,0
79a860e896ed4410bb290533d94bc9b1,model_a,2
1977c1b9267d4523a3bd29ce9d2bbcbb,model_a,0
4f14337f75df4ae9926a07b309a58b44,model_a,3
b5e55fe15271460bb78a7c7322840b9a,model_b,2
50bb5938bd2b49dd94902ab9dc17e7f4,model_b,0
7dd01af218c047649891e51bea15c11b,model_a,0
69771d6aa4f3486ca8c354730d8b4467,model_a,1
b7e699acc5ac49e9ad5b56be133e40a8,model_a,2
6631ce135ddd4b258ba192bff6efa7b4,model_a,0
10c549ed067b4255bc711560ac800d61,model_a,0
577ed6e7fd1644d1bea3347c8f8bc64c,model_b,1
8de0809f48994838b594583882437ccf,model_b,0
e88de2718f96485c881754944599bf26,model_a,2
07e0c4808fe3470991af43b83b4bed40,model_a,1
6f93bf935f0e4b3bbe106ff7e222210d,model_b,0
2993044a9c724976affa995275567b49,model_a,2
f5969097e4ca458790ef9b76b8f7b602,model_b,0
617e34dd35a44dc9abb389dafaf4de44,model_b,0
6eeb15c0fad6450ab6092f34d45ff8ac,model_b,2
29e2025ebac64b229e880c050a8e9acd,model_a,1
c0667dff8a4a4ef4a151568638fa3416,model_a,1
eeef6f0a9183468fb39ce7cae7b0c1cc,model_b,1
110a5a798dcb4cd19c5b47ad092ac415,model_b,2
030470a52a7d4276b302f553028797f8,model_b,3
75ee99c3907d47418fd1100e2133727a,model_a,0
912ad9f8d0cc4e01a216e7ea9dbfea91,model_b,1
fe0c514a16e2495ab32b79bec6f7772a,tie (bothbad),2
52a102f8cb2c450080dc67016d130ec6,model_b,0
9db697f06c1e47be85970c32f4ad62f7,model_a,0
05cafab6c9044889a3ceae97f51b00da,model_a,2
0289be6a3a724e17b35dba8168262c0c,model_a,0
c1fa42cca8c34540bd430fa172017c7e,model_a,3
976eb6614a7f48568810e066ba86bc19,model_b,0
91334bb611b849c09146bcb81fb74256,model_b,3
445a512ccfe54818b2bb0719a9ecf3cb,model_a,2
737a678f05bf40168dcfa0c4edceb097,model_a,3
5c90e5fa73c245ba95a41582f60b530b,model_b,3
fb44196a89c640edbb83ef093cda6cae,model_a,0
42c12d062f05445fa5329ded12232ff3,model_b,0
d92f5399054e467ba0e3dc8c5162073f,model_b,3
c5ca2625b0ee4aa38cc10be3b6e7e9f5,model_a,0
4b84aba0d3b648ffbdacd9144544a1f5,model_a,3
61c16f3289cb44daa3de00c046f3dddb,model_a,0
23c2abf3795e40b88f21b23eb2dbeab6,model_b,3
ef06636a77f44c50b573e1f5cfccf27f,model_a,2
2e7c26b73bb94efea3aecb35a7c115cf,model_a,0
c06ba6fef17945f3bcb60c1a7f43fa08,model_b,2
3a0355dcda70473b95c3eabb0a22ef82,model_b,0
99df48901d3f4274b029434dcd8b24f1,model_a,0
d2131f60ad584abfac00cac4fe221adf,model_a,1
ebc49c85917a4b769f24e3e61fc69046,model_b,3
82f763a1c1a34499acecef1b9badf17f,model_b,2
412f472cb7c7402abe55116053c31a07,model_a,0
c6f90f21a126417c9e021cb8af020a0f,model_a,1
cd31860da8ce4bb2a215dfb77327a509,model_b,1
a1e5021540cb487e972316704fa9e83e,model_a,1
e601de86c95e4f48b0f93e14b67c03ee,model_a,0
3e1b1279fd6740bfb1e5914f51d9348c,model_a,2
051243752f7a4e2aaa2f1aa96c7f664f,model_b,2
39fc6170f1bf4e5dab367d7af3bb8af2,model_a,2
ef9c8fbbfef7456c8d3c01b818b3e85d,model_a,2
1b4c8e37c81f4674970878b446debc26,model_a,0
8184f66cd2bf47c7bbb48036eab8fb3d,tie (bothbad),2
65c438753c3f4d55974772f90baefe97,model_a,0
0159c5f417694126923e07000fb883a3,model_a,1
a38c15e22ebb4297993a57f6f74bb841,model_b,2
2a6d380cd789486586fc62eefeae1164,model_a,3
27798dda23a043f8b9fd8751b53b7c6f,model_a,1
99705255d91e4e19b075d1c8a62c1edf,model_b,2
4522530deeb642b38afc1b4319eecb5d,model_a,1
de7e0bf4a33b4787961f0fdf4def66db,model_a,0
aa719813092f4a3ab846a291ba80b2fd,model_a,3
59af0bbb11b44e4781030d068abdb9da,model_a,0
8c5bd2dc54784d73b5df1c41221f6ab4,model_a,2
8510096493aa43e0908ca275459d0fb8,model_b,0
41da13ddfda94ddd8872807a04566cbe,model_a,0
651f56bbe125401a8bdbef67ec033775,model_a,2
5ddf87349e1a454d82b4ff6bc39452c0,model_b,3
de076bc384224ca4821478e0f5321ccb,model_a,0
a98512a093794cab9d08604da7901c9f,model_b,1
2a3a4d362b5b406286d72d50336ea1ee,model_b,2
d11e6ee0c054437a976372c1d3cbf3e2,model_b,3
08d969427fda4ec2abc1d80b79e93de6,model_b,1
2e7999b86b08439392510cc0768f671d,model_b,2
04bed45674254fb8bf9e42948694c38c,model_b,3
17259f439c134005969a4413c38925f8,model_b,2
d1cc69ff87a8405b840c82a4c803135b,model_b,0
1156968111aa448aabc0598d44404909,model_b,0
df41a0e5bc6c4c50a3a2c04f9c8c75ec,model_a,1
8096417488fc429f85d16469573c148d,model_a,0
9c919573f1f34188bc7c1349417a9919,model_a,2
13e4787951f5469d9b2a76b96b83fd57,model_a,1
03064e5656fa4e688e9b16a5c71fb709,model_b,0
4e660428bcf64c068de4a9521783fafc,model_a,3
0b69cb82e76947f79320dc5912ad9bf0,model_a,0
f32f0453d9e5439f9038278f533db251,model_a,0
4ab4f7b66d8f4bf2be85e3ecbcdc678d,tie (bothbad),0
0cd464d7d4a24bd68d45fd0b1fbdce05,model_b,2
7a94689f00ae4e449f5d9e21a580eb88,model_a,1
fd1ad6afae7042d7bf3ecb1be5344b8b,model_b,2
1ad24688c2a545e4b40be8c8f0129a8f,model_a,0
3fdbf41708a84ac7b13bc1bd823ac7e0,model_a,2
662175c6036c4c169f463a114b6c6c74,model_b,0
904fc5081c1845c68993c3fd3c8d8580,model_a,2
bc7eb96352b34c5cbddc51f6f0b51072,model_a,2
e59654fc8f6949a9a967ce187a85f005,model_a,1
50783033ba4b4dbb9423e08a11ced58a,model_a,1
e2d0b995f73b4c33b2834cf8071cb188,model_a,1
e5275152b2b14a1dbb8e6b630d64298d,model_a,2
74b587b59e5644a7a6846cd559803ae1,model_b,1
ff39c5973105483f87d6233d8db6a6b2,model_b,0
c3f8a04a9014414c928b9f442f402792,model_b,3
fbc8ad9ff4fe40dfb121020f3615ec1f,model_a,0
1712b0a70cf048d4bac327ce285af9b3,model_b,0
767abb20010f47daa8ce4a8e0c7c859d,model_a,0
bdbe65e246644333946c0769f1a6cb81,model_b,0
fce8178d2a464fb89d2a29eeb2a9e2be,model_a,2
1f9202e58d3a451998a230c268c292a1,model_b,0
f0abf2a0c6f44038a848ef68e47ae46b,model_a,1
f58c20e8e8fa453d973184b814d64d09,model_a,0
97ebc35c997f4654b6deddcab45e66b6,model_b,1
2c56f3f9cb034bc5a21faf02b36ec0d2,model_a,1
7e31d1477e2c4489a55e73c640874742,model_b,0
692b18abbbb64923ac1e53c0d376620e,model_b,3
b2d7d7b6227f4aa0a923cdf05b9ee17c,tie (bothbad),0
c8c517c0992643d39a083f46c2d54ff2,model_a,0
df1344b099f7420392ce2a56afc6026d,model_b,0
605442d5ce3942a2859ee57e9eeccad1,model_b,1
94f45d5784db47e0a07b9c427d88070c,model_b,1
1dc18ebf06f742488073588f9a201f67,model_b,3
9f732b93f5ae46d18ecc3af3c6b172b9,model_a,1
4cb0ff47b343465f98d3added02f68a2,model_b,2
8a8f27af84794c80b3efaeb287da7f9d,tie (bothbad),0
f7503d25f6c44c1c816e04f69ad288a9,model_b,3
a73f15d4e6a0411d92ca6137a54846c5,model_b,1
7d77f954efb64e9288e290ae3f113720,tie (bothbad),2
f23c5dddbb024523b496e0a472025097,model_b,3
7a2936c110124020a1ee46e888fbc8f1,model_b,1
f3400865b2324e25a4d11bd15566ba65,model_b,3
ab9ead34bc53413292896e5c8e2774d8,model_a,2
091f24f8ebda4b17b104d33d3ca33fb3,model_b,0
4c6c0ca694cd493f807fbe244a666c46,model_a,3
ca905c296c7545f4b035cb1210fd5b18,model_a,3
552a3fa72ce6482aba60ebce92b5d054,model_b,2
359cfa41094f4edbb503e3f254e40896,model_b,1
470ff2ff7543478eba5526dc0fd013e2,model_a,0
18043a1ea4b844748447164ac511523e,model_b,3
d1153993500a4123a0699183f1590e42,model_a,2
5f48abcae4d7446683b46fd42b7594b0,model_b,1
a3e522d2aa194179b3f784d1023f9ce8,model_b,1
a18335d541544490a2269a2cbc789563,model_b,1
e796621cfadc40bd823c5065b3bce453,model_a,1
71f6c5b54cb7438ba14db04b8bd1e23f,model_a,1
a173e229f3bd4672b160f49bfde9af17,model_a,0
2e10bcb0464b4a71a29e9e2e60187c06,model_a,1
5f72346fd9c0416aa4a8ab67473ebece,model_a,1
723c2e767a9f468ab46d1e9199337d7c,model_b,2
909c9b2682404d29913998c75ad7420f,tie (bothbad),0
83c490a2f44246dc8051d6895767504f,tie (bothbad),0
7ad986adf9dd454986dffe0c3bc9a1a8,model_a,1
9c2d1e8c15cb47318b2424481e8daedb,tie (bothbad),3
cead445b9bbb45779b7562aff74a0714,tie (bothbad),2
a5411f5a5d6d4cf39b688424b941ff91,tie (bothbad),0
4b02d1a953b34206813a0262a9ed12a9,model_a,1
4b02126448884df6883c9952ec5d7630,model_a,3
f9e4341b5c404244b5039774a1565858,model_b,1
bc607094994d43ac9a837beb029357ce,model_b,2
164792d2437b4118a8e87839870c323d,model_a,2
584edef9c92b45829e4e9f4e8fec980d,model_a,2
30146c03f169438089b4aacc57391a83,model_b,1
ab2fb3e2cb0d41558055b3adea0bf117,model_a,0
06dce31ae89f431b85989e28c4ecf6d0,model_b,0
129b4a3d9cf845b5abfc1a997940c4d1,tie (bothbad),3
2e46cd7c6d0348feb8d5ff3b4452c04f,model_a,3
fe80a57fae6949c8869c0428232517aa,model_b,1
55527688e16a44ab8945af28f56a2d35,model_a,0
7de894dafedc4573a5277c12d42edd1a,model_b,0
c7605252962f4c9f91bf8635e5f31a7e,model_a,1
0615130db7864fa0ba6de0b24bdf556f,tie (bothbad),0
ea28f08ff57a4581bc43c41cc3d8e0a1,model_b,1
b6a0633aacbb4849b33b0f7074ce975c,model_a,0
40cf6f238ca14166adff4e7bc73c6851,model_b,0
eb7a376970584eeeb42e4780863527d8,model_a,1
185185a8e4424ab5b4dde93de451bf8f,model_a,0
7de83303f8a84fcd91cbed67f2249432,model_a,1
c9d8e0b0b7b14a3bbed8f9366f8f65ae,model_a,0
025d2f5f7aa44a66bb43c40c2ca4cd42,model_b,0
3deb9fe7b02449d4a01c0a29798b5193,model_a,1
7f4e3250337747b78525d658c1e75cd2,model_a,3
95b4e4e4594243bca2ce6f006758bf45,model_b,1
064c65f269f84bca898dff979e3822e0,model_b,2
fbaaba1c47d744b98d01c0349bb1418a,model_a,0
a430c1bedec34928b5710e5c445d8b7a,model_a,2
c382f8944bb4442c860706ae5596345a,model_b,1
d6ec7c82f49344e2b9419a24972e9f39,model_a,2
e8452e3057124256bf036dfe08ef4f05,model_b,3
698d9824f5b948cb88f3fb93cc98dc47,model_b,0
7e730384bbb649af9f6e150dbf129b53,model_a,2
587e150553744502bdd38e27af62b81f,model_a,0
1346aee253e94164a7578b2189b8a0a2,tie (bothbad),2
449955853ea24c1783d957a0766f54ec,model_a,0
4442a59d0f704e7f812044116391cef8,model_b,0
2d2692b587ff4c899a60ede1be61cd4c,model_a,1
060aa79d5e7a42aca1f63d33f6c96520,model_b,3
b34fff0030894f8ab31d90928b00f4fd,model_a,3
4c5e25a6437f449bb39162c084e0c9ad,model_a,1
07665352365c4e3abac6542fa1e603fe,model_b,0
6899e5ed83104fa38e5504b70b8ba3f1,model_a,2
7d7a716fc01343ad9bf8a1e1de8a353a,model_a,2
a80bacafd171468692ab3503de90651a,tie (bothbad),2
1beff6869e554197b8b7a810148ff417,model_a,1
5f51bd5a746143528ff7797e3659db16,model_a,3
f48f20f86a684e3e80c436369ed6da8a,model_b,1
219899974a7b439d81eaa9108bdd3ca1,model_a,1
32c5f294b1dc48e2a7be318e3821b0ad,model_b,0
b9c34d88fb5f442fb6aea1094397833c,model_b,3
73dfe211f08f4c3aa576354ca927ba34,model_b,2
4ab2e45c7249467197d18dd57ecbf222,model_b,2
1aa9f471a00043babe2f9e7e90ac106e,model_b,0
d4005a9d3fc64eb3a1d771854498066c,model_b,3
a8178dbd4aaa4ebd9c93d34523bb6986,model_b,3
93f99f944eed4a45a1b6aa64d0f945ac,model_a,0
7fe28c8aea23490c8d7e579b43179438,model_a,1
e2665651ef27434f8550c724ebffeec0,model_a,1
d0c6d289586d47cb95fcfb71f8d35718,tie (bothbad),3
db3c022881494b65abdcfe6599227f71,model_a,2
ac024effbb714ed1bff9083833d9eff0,model_a,1
1d0ccd7958a0460ba400e8dbe2300baa,model_b,0
e4fdcc9443b44019a405d8d355bc4dc9,model_b,1
7960811bad4644b8bef1be320ae2dd22,tie (bothbad),2
86aa319f7fca40b38762b1bb4881727d,model_b,2
d2f7f051e6864473a9c58992398b3f12,model_a,0
8b769316b6434e8e8426aa0cbd09627e,tie (bothbad),0
64737e02c68142ddb6cd572349811f55,model_a,0
2aa3968d6519444cae6d1c84117707a2,model_a,0
b1bddf816b4c41e3a27b25e6b57a8793,model_b,2
81fdc2099d81430a98140b17e24dcf9f,model_a,3
f84c431e28b3414997915aaf9093d28b,model_b,2
e108bd77a39b4ae9bca4786cc2310197,model_b,1
74c04ff048ca4447b7a128613799d80d,model_a,2
8b05ea6e4d884908ac47501b2f5f4fac,model_b,1
77601c316ed248fdaa8ca2ae7da4e2d3,model_b,0
e6f818cd951e4755a3080707991bcd93,tie (bothbad),1
3e684cb8f01c46309c582c5af9ec102d,model_b,0
90afaa8addce4f4382b7b3841933fa55,model_b,3
1e02233f146a42198445143059eb6072,model_b,0
e1d59ed5227441a7982aa2f9d2fcc7f7,model_b,0
9dfa3fb644544f96bf63d2ce7944411a,model_b,3
88ea750f15754a949fb771717166f508,model_b,0
848fffc27d734a66ba0a8aea231bc0cf,model_b,3
7d183043aeb84543b4ac8fa4bf439924,model_b,2
effba67724f94815a7fbdf68dad455a8,model_b,3
9f9a18d4f2f14b07969c23c75b9151d5,model_a,2
7611e93783844351b1dbbbe6dfc8da8e,model_b,2
21169c55aad1427bb2b347030627441d,model_a,0
ae936289beb140218a3a11603d28ff2e,model_b,0
78be67c657954af2bbfa2b6611c3c323,model_a,1
f1d6caf033d746b2a21f9215ba2aabe4,model_a,0
1983393be5ed4185b17b8fbc253ea494,model_a,3
f5effa08ab8b4cad9787410f3fa2f86d,model_a,2
c1ada6869b754dee9e47fbb33fb77db1,model_a,0
f5e7529f6fcc4f2aad910397d3f0463d,tie (bothbad),0
3849f412955c407a96260650e51907ee,tie (bothbad),0
f67e5f8c317541a0aaa69ef2e5d71cff,model_a,2
05772b95fef44159af21eb1081098f44,tie (bothbad),2
af711307cb9b47f5b40c412435a46146,tie (bothbad),2
1739c0c1368f41c9bc9a2243466586fd,model_b,0
368c94784e13419289a7bac8b7a5e111,model_a,2
59f9a903b5c641aa99ab6488e242498a,tie (bothbad),0
0c9ee4f2f6be41a0a678abd52251995a,tie (bothbad),2
a17afb47612e4f75a10257305ba77911,tie (bothbad),1
b184f8f32002459f85deb415dd4a9d5a,model_b,0
f6e2832c1b0e478bb1234821bd7d73cf,model_a,0
b524fe15ea0e4741ae42ef9025929b2f,tie (bothbad),3
aaa32035e578459e981ed6faa64e616b,model_b,0
477737d3bc48462095e3c075e7f023f7,model_a,1
a2a3dfd770044f5f840e21fd0f7aef4b,model_a,2
29c498113e4043fa9b6ce07dc15c94f4,model_a,0
fc74a2a4b2804854a02931cf888c106c,model_a,1
79142a61ec7b4d49affd0b4c5880e1fa,model_a,0
3793f41deb1d449d8d0bd1f74999afc9,model_b,2
c97a52fd33394b319acb667856bc8dd8,model_a,2
664d40e72433446b8e0e39f231b54cf2,model_b,2
ac2518b3e7434a25ad908ea2514a4e3c,model_b,0
51550fe8af854205862d72032ddcd982,tie (bothbad),0
adca9dc6f5904e6a98a40f4b7d5a02f2,model_a,2
6fe380c3025b44aea5047834c8d93e0e,model_a,1
5d94d11d4eb341cb94ffa03e5203cd83,model_b,0
ec0829663b6b487493773108845a83d0,model_a,1
2183759208ae40fea457e1c8c9a397a7,model_a,1
2b351925cb26409c83a4115dfdcbd00f,model_a,2
252a29b6376d4a93bced5e226f91fc0d,model_a,2
15e1816c979d436fa032e37a1e8d6bec,model_a,1
0c32dfa8536242f09c6698ae580f51b4,tie (bothbad),2
26ff66130290499dbcccf65952112fbe,model_a,3
a3257819d7ac48d9b6aef08e7ae28199,model_a,1
9923874b09224add98828fe7522d6e07,model_b,2
20fcc86b041a4f4aab210778672303cd,model_a,2
66812ac762cc40fe9dad9bf2b8eec966,model_a,0
940c792ed9834efcb4f6171a8e8df386,model_b,0
97fe6a5612ce40e988de34091fd03ab6,model_a,1
710704eb18b44ec0a938ea3d04f42e6b,model_a,3
c5b76c1c1ad64bba972297988372e526,model_a,0
efca2dc37229456ab6787116d5216adb,model_b,2
eb04daebc0944b739c8a52d14690145c,model_b,0
6d89ecc0f6734c5ba3fdaaa1779b7dd7,model_b,0
4c9f06101f58497b88fb10d056fdadc2,model_a,0
7366ed8d435447269b46559d2ebff6f3,tie (bothbad),3
f3e144564ceb4a0e89b6894669cfd071,model_a,3
b326dacee9a64993b1770c52904b21a4,model_b,1
c101fc625e814269b672420619b6d2eb,model_a,2
feb881f354a8490082f18cc25a9f8a67,model_a,2
8443ce094eee4d6684af55e5424b9014,model_b,3
1b3c04cc82294738b7a6889aad9bcfbe,model_a,1
452f42dd20b8480d9de23c5e59235ad2,model_b,2
18b72e4ebecb4ae0931057524c02ab82,model_a,2
1e018ac4ce324c8a99dbb8136a283273,model_b,1
5adedc8d2af54b81a5e2b34dc8f87e4f,tie (bothbad),3
1f73ed4b671c48279ae013240290dcfe,model_a,2
447b2309b511409a8c96ff8e8d00d2e4,model_b,0
2d69d68f8b3549cb8a11c515e65e2fb7,model_b,3
054c724f4dee4829bdd61642c080f2a9,model_a,3
457b079dc6b74b59a0ecb3fa60c6413d,tie (bothbad),0
b332d81ddb3f4f0592bee51ef8e98920,model_b,0
80a06b8c5f9747a3af2a87eefdb04b5c,model_a,0
c53523fac777414e96ec74d6eb704339,model_b,3
8d6fabbddcc142838d42d73af01bcb07,model_b,1
82470f5f58a44b0b880cbc007628d57e,model_a,0
fb08588401d946809791f4259ab7e658,model_b,2
d49444d907124f1daec9563344b9a2f0,model_a,2
353d94ed5b1b469b8e78dfb6b61b09b2,model_b,0
02255f45131147b58b4ff368025d7c28,model_b,0
14f251c9a7f842bea6171c2229e657bc,model_b,2
e73527a04fd94c9dbf4659b39b5f7ad7,model_a,0
ec0a73f75e5c4704a06fe00ee7b6eb67,model_a,1
01f98be7f2a1408dba67af8bd6345ce0,model_a,0
50e4fc30ed2d4c99a2b086831af91eea,model_a,1
4c067d6648464818a78d1f4919335b5a,model_a,0
7b85ab13ac5f46d49eae65b3c9d7b355,tie (bothbad),0
58a5d6094c254ba28dffd31aa01c0dd6,model_a,0
80a69105aac240dfa5e1a890638fc603,model_b,2
fcc484a9a2b44f75b04ae3aaca6b11af,tie (bothbad),0
4a5fc8bcf775419dbdc17f2bada53e72,model_a,2
48b2eb0f0e7c404aba3a06bf7740c403,tie,0
7b7ad40beca84a539ca65875774e3266,model_b,2
36cc74d50f414ac38fd9765917c55ee2,model_a,0
ade7a3e574ff470fa0b3e31cf1798fc4,model_a,1
21856c6048144fde9d710fff8800f5a4,tie (bothbad),1
3cf3a2f42aa5450e9b346e98a5b7b2e0,model_a,3
af54e1febab5421f83fe9d169aecdfdb,model_a,0
1132dd6285db44e685a7a0dacb24eec8,model_b,0
817fdc9b66f14091a2d1294ee6b40081,model_a,0
d9466940f10f4e73947bf5d6ef511e24,model_b,2
bbb5e4ddb2294fe88f65cf4b51940e78,model_a,2
2f477d303abc4689818d4d87cde16911,model_b,0
0723f8442966480f96c6c39ae5cdd30b,model_a,1
566bbbcf249a410c9d74b3d7bee7535d,model_b,3
cf4dff3835db45cabddc9287b4c02acc,model_a,1
c089cdee000943b48a00bfe84f405dc9,tie (bothbad),3
81a351ff74544615939c7c59a2b95c55,model_a,1
a825e500391c46328ca3fc0ce0a6324e,model_a,1
c95df406b0d04d0b85ef0e9f4afdd19b,model_b,2
ce2cb53c25604f6d821cca6e2db7c2f4,model_b,1
3ffd48080e2b48a5b08b510003200449,model_a,1
b2c863e6f09e4b1bb119e8183d4b3afb,model_a,0
0f9bce34612d4c37829453b86cb612ff,model_a,3
d904c7b6810d45af9156443013a2cbd1,model_b,3
ce64f3e3ce3945f28cf55e8f556ddc54,model_b,1
dda1cd0c29734af0b675e941c16e5a4d,model_a,3
b718f3144afb44158b2e724a23c0b396,model_a,3
505d45c9b9ed44b39db6281fdb28ac06,model_b,1
f50a264e31044f8facd5eab1ee44e46f,model_b,3
6c01120eef1f43209b8e97f0515e3576,model_a,2
d9625b7938b5422aaccecee6ca10f423,model_a,0
c70d52e79b6b448b9d817348ddf8ee88,model_b,3
5cbdf907607a4585ac48490dce775728,model_b,0
a8fe44c5a9a846a39aa88e0446831e6d,model_a,0
8bec33a9f7924223bc5c2ab392dbc704,model_b,0
b0282b39ce084bdf92a14c45e86cda53,model_b,0
84f2af129ce2455c9c70c9631ba8ddb2,model_b,2
40cb2fe22b8f418d90620de571dcea0c,model_b,1
f0a7e7196adf479898535f1718690c75,model_b,1
f1aa1f39ee824cb8ac44702fe29d7fe2,model_b,3
996428ea54cd442582fdc3d5d7310cc1,model_b,0
1f99b90976dc44998fd1112830f0f125,model_a,3
fb9d1da2b2cd4525b45d13d6b93f9e55,model_b,0
2f4e41949a3d424392db082dbda94b32,model_a,0
7f269059701948e48410071a22227a83,model_b,0
933f5f10cfca4f2084ce3145a994fa10,model_b,1
eb18d8708adb405182f90a50eb3fc48f,model_a,0
b7d7c53fdcdb4973be144a7f60ab78dc,model_a,2
8df1db84e49747b88f131aa3f71bc193,tie (bothbad),0
a386bfe13c714ed1875c06dccc25fb44,model_a,2
d208193b177a4901b550f8903d75f1b2,model_b,3
ccdd86a7ef9e4a2390baf847ede6ecc3,model_a,0
83e7745df7a2411497b35383aa8e2d1e,model_a,0
84a5417ebb9148b69c64eefb49721b1e,model_b,0
15cff22923d644b782fade37d3218198,tie (bothbad),1
a865c94d89144a9188e0677faed19270,model_a,3
d95acf101c324abf81f24c394e152189,model_b,1
f4f15ed1a0644c0793b5c16bbb3d78b9,model_b,1
fa72e36a8e8a48d484c4692bfb184a3b,model_b,2
aec9784c78404ce18fa11e2d80c8676a,model_a,3
861ba7b06f744370bd43e91700676587,model_a,0
dc7e35330fd2494087180dbe3369f5be,model_b,1
2c6f05ed74cf4bd49af544936389fc8a,model_a,0
7ce1cf933c58409e96f9dff6603a3ec5,model_b,2
1ce86bee2e974a90b311fc322476840d,model_a,0
19d4f73c87ea4aa498f0fbaf556035d9,model_a,0
2258b141f78b43bbafd3cab4602db27c,model_a,0
7b5f26be7dcd4e8f91d63feaf3f5ac19,model_b,1
c355e65bc4144c538d7aeaf522d3a675,model_b,1
e67d7f1f493c434c849791bed2bce936,model_a,2
313367b0e869424a9973cf27de2ce5ec,tie (bothbad),3
1b0a6865fa6b4b5e957bc4b84b867d63,model_a,0
2aeaf154ff7a4f42993d71a3a962306e,model_b,3
0d511247b66f4a6dad6a1ee6ae0b9ebc,model_b,1
607455c160d54bd59f5ab0c2ee5f2c94,model_b,0
6dd9feffc70e401bb025328997cb0a92,model_b,3
fdbed099ad42484284b54b5efc819012,model_a,1
1cb99cbd503047ab866d052a537269c5,model_a,1
5360626b86744935b0d77238d328c3b2,model_b,1
31e6c14f00344af8b469a23a958a4f88,model_b,2
bd04afa50a1a47d1bc9f9c2ce0ba991e,model_a,2
1edf2331303048adb5bb0e670129a462,model_b,0
7b090a8df68e41c0986f4c96a6017e8c,model_b,0
838c7a194b7c42d6babf5b342be6b1a2,model_a,0
5ea3be7096304bd588c336d6841b0962,model_b,1
24bfb42a987c4be6b1d4917ef52020c1,model_b,1
17faed59973a4a50a8eba1348cb62263,model_b,1
fc50ab6340614434944bf65d53b1552a,model_b,1
747ab2bcef9c445ebe18e2cf27f29c8b,model_b,1
8d6a5a26fb2a4e37a0b5ddee0a977928,model_a,1
bba28f86805f4eea93b860b9564f759b,model_b,0
